

      Longitude          Obliquity        Amplitude
     In       Out       In       Out      (mas)
    (mas)    (mas)     (mas)    (mas)
   0.0003   0.0000    0.0000  -0.0002     0.0002
   0.0010   0.0000    0.0000   0.0000     0.0004
  -0.0004   0.0008    0.0003   0.0002     0.0005
  -0.0004   0.0000    0.0000   0.0000     0.0002
   0.0000   0.0005    0.0003   0.0000     0.0004
  -0.0003   0.0000    0.0000   0.0001     0.0002
   0.0052   0.0023    0.0010  -0.0023     0.0034
   0.0000   0.0005    0.0003   0.0000     0.0004
  -0.0006  -0.0047   -0.0025   0.0003     0.0032
   0.0006   0.0049    0.0026  -0.0003     0.0033
  -0.0091   0.0248    0.0000   0.0000     0.0106
  -0.0013   0.0052    0.0028   0.0007     0.0036
  -0.0050   0.0194    0.0103   0.0027     0.0133
   0.0000  -0.0004    0.0000   0.0000     0.0002
   0.0004   0.0000    0.0000  -0.0002     0.0003
   0.0000   0.0003    0.0002   0.0001     0.0003
  -0.0053  -0.0009   -0.0005   0.0028     0.0036
  -0.0005  -0.0003   -0.0001   0.0003     0.0004
   0.0011  -0.0003   -0.0001  -0.0006     0.0008
   0.0000   0.0005    0.0003   0.0000     0.0004
   0.0035  -0.0007    0.0000   0.0000     0.0014
  -0.0018  -0.0436   -0.0233   0.0009     0.0291
  -0.0011  -0.0021   -0.0011   0.0006     0.0016
   0.0000  -0.0003   -0.0001   0.0000     0.0002
  -0.0021  -0.0006   -0.0003   0.0011     0.0014
   0.0000   0.0004    0.0000   0.0000     0.0002
  -0.0133   0.0000    0.0000   0.0057     0.0078
   0.0051   0.0114    0.0061  -0.0027     0.0083
  -0.0048  -0.0110   -0.0059   0.0026     0.0080
   0.0003  -0.0004   -0.0002  -0.0002     0.0003
  -0.0003   0.0000    0.0000   0.0002     0.0002
   0.0000   0.0023    0.0013   0.0000     0.0016
   0.0006   0.0047    0.0025  -0.0003     0.0032
  -0.0008  -0.0047   -0.0025   0.0004     0.0032
  -0.0449   0.0430    0.0000   0.0000     0.0249
   0.0273   0.0080    0.0043  -0.0146     0.0190
   0.0023   0.0007    0.0003  -0.0013     0.0016
  -0.0040   0.0057    0.0030   0.0021     0.0046
  -0.0004   0.0000    0.0000   0.0002     0.0003
   0.0000  -0.0006   -0.0003   0.0000     0.0004
   0.0057  -0.0028   -0.0015  -0.0030     0.0042
  -0.0439   0.0000    0.0000   0.0000     0.0176
  -0.0009  -0.0005   -0.0003   0.0005     0.0007
  -0.0003   0.0000    0.0000   0.0000     0.0001
   0.0003   0.0000   -0.0001  -0.0002     0.0003
  -0.0009  -0.0016    0.0000   0.0000     0.0007
  -0.0073   0.0017    0.0009   0.0039     0.0050
  -0.0082   0.0292    0.0156   0.0044     0.0202
  -0.0003   0.0000    0.0000   0.0001     0.0002
  -0.0003   0.0000    0.0000   0.0002     0.0002
   0.0003   0.0000    0.0000  -0.0001     0.0002
   0.0084   0.0298    0.0159  -0.0045     0.0207
   0.0076   0.0017    0.0009  -0.0041     0.0052
  -0.0003   0.0005    0.0002   0.0001     0.0003
  -0.0005  -0.0004   -0.0002   0.0003     0.0004
   0.0010  -0.0006   -0.0003  -0.0005     0.0007
   0.0000   0.0014    0.0007   0.0000     0.0009
  -0.0068  -0.0034   -0.0018   0.0036     0.0050
  -0.0005   0.0000    0.0000   0.0000     0.0002
   0.0000   0.0003    0.0002   0.0000     0.0002
  -0.0014   0.0007    0.0000   0.0000     0.0006
   0.0046   0.0066    0.0035  -0.0025     0.0054
  -0.0005   0.0000    0.0000   0.0003     0.0004
   0.0003   0.0000    0.0000  -0.0002     0.0002
   0.0010   0.0000    0.0000   0.0000     0.0004
   0.0000  -0.0003    0.0000   0.0000     0.0001
   0.0008  -0.0003   -0.0001  -0.0005     0.0006
  -0.0005  -0.0004   -0.0002   0.0002     0.0004
   0.0000   0.0029    0.0015   0.0000     0.0019
   0.0004   0.0003    0.0001  -0.0002     0.0003
   0.0003   0.0000    0.0000  -0.0002     0.0002
   0.0005  -0.0006    0.0000   0.0000     0.0003
  -0.0024   0.0012    0.0000   0.0000     0.0011
  -0.0003   0.0000    0.0000   0.0002     0.0002
   0.0010  -0.0022   -0.0012  -0.0005     0.0016
   0.0000   0.0008    0.0004   0.0000     0.0005
   0.0047   0.0008    0.0004  -0.0025     0.0032
  -0.0066  -0.0012   -0.0006   0.0035     0.0045
   0.0011   0.0056    0.0000   0.0000     0.0023
   0.0174   0.0084    0.0045  -0.0093     0.0129
   0.0032   0.0015   -0.0008   0.0017     0.0024
   0.0000   0.0006    0.0003   0.0000     0.0004
  -0.0017  -0.0004   -0.0002   0.0009     0.0012
   0.0005   0.0003    0.0002  -0.0002     0.0004
   0.0000   0.0006    0.0003   0.0000     0.0004
   0.0020  -0.0070   -0.0037  -0.0011     0.0048
  -0.0021  -0.0078    0.0000   0.0000     0.0032
  -0.0003   0.0000    0.0000   0.0001     0.0002
   0.0015  -0.0007   -0.0004  -0.0008     0.0011
   0.0000  -0.0008    0.0000   0.0000     0.0003
   0.0005   0.0000    0.0000  -0.0003     0.0004
  -0.0053   0.0000    0.0000   0.0000     0.0021
  -0.0003   0.0000    0.0000   0.0000     0.0001
  -0.0015   0.0022    0.0000   0.0000     0.0011
  -0.0349  -0.0062    0.0000   0.0000     0.0142
  -0.0003   0.0007    0.0004   0.0002     0.0005
   0.0000   0.0003    0.0000   0.0000     0.0001
   0.0089  -0.0016   -0.0009  -0.0048     0.0061
   0.0003   0.0005    0.0003  -0.0002     0.0004
   0.0000   0.0003    0.0000   0.0000     0.0001
   0.0000  -0.0003    0.0000   0.0000     0.0001
  -0.0003   0.0000    0.0000   0.0000     0.0001
   0.0045  -0.0022    0.0000   0.0000     0.0020
   0.0000   0.0019    0.0010   0.0000     0.0013
   0.0000   0.0008   -0.0004   0.0000     0.0005
  -0.0014   0.0008    0.0003   0.0006     0.0009
  -0.0007   0.0000    0.0000   0.0003     0.0004
   0.0000  -0.0005    0.0003   0.0000     0.0004
   0.0000  -0.0008   -0.0004  -0.0001     0.0005
   0.0000  -0.0004   -0.0002   0.0001     0.0003
   0.0000  -0.0003   -0.0001   0.0000     0.0002
   0.0000   0.0003    0.0001   0.0000     0.0002
   0.0078  -0.0018    0.0000   0.0000     0.0032
  -0.0003   0.0000    0.0000   0.0001     0.0002
  -0.0010   0.0233    0.0000   0.0000     0.0093
  -0.0042   0.0020    0.0000   0.0000     0.0019
   0.0004   0.0024    0.0013  -0.0002     0.0016
  -0.0005   0.0000    0.0000   0.0002     0.0003
  -0.0003  -0.0005    0.0000   0.0000     0.0002
  -0.0006   0.0004    0.0002   0.0003     0.0005
   0.0000   0.0003    0.0002   0.0000     0.0002
   0.0000   0.0005    0.0000   0.0000     0.0002
   0.0000   0.0003    0.0000   0.0000     0.0001
   0.0000  -0.0008   -0.0004   0.0000     0.0005
   0.0003   0.0000    0.0000  -0.0001     0.0002
  -0.0003  -0.0004   -0.0002   0.0001     0.0003
   0.0011   0.0024    0.0011  -0.0005     0.0016
   0.0000   0.0003    0.0000   0.0000     0.0001
  -0.0016   0.0008    0.0000   0.0000     0.0007
  -0.0006   0.0000    0.0000   0.0003     0.0004
  -0.0009  -0.0011    0.0006  -0.0005     0.0010
  -0.0017  -0.0019   -0.0010   0.0009     0.0017
   0.0000   0.0003    0.0000   0.0000     0.0001
   0.0000   0.0004    0.0002   0.0000     0.0003
   0.0000   0.0003    0.0000   0.0000     0.0001
   0.0004   0.0000    0.0000   0.0000     0.0002
   0.0000   0.0131    0.0000   0.0000     0.0052
  -0.0003   0.0000    0.0000   0.0002     0.0002
   0.0000   0.0015    0.0007   0.0000     0.0009
  -0.0460  -0.0435   -0.0232   0.0246     0.0422
   0.0266  -0.0078    0.0000   0.0000     0.0111
  -0.0006  -0.0009    0.0000   0.0000     0.0004
   0.0013   0.0000    0.0000  -0.0007     0.0009
   0.0015   0.0000    0.0000   0.0000     0.0006
   0.0006   0.0000    0.0000  -0.0003     0.0004
  -0.0005   0.0000    0.0000   0.0003     0.0004
   0.0005  -0.0006    0.0003   0.0003     0.0005
   0.0011  -0.0012   -0.0007  -0.0006     0.0011
   0.0235   0.0334    0.0000   0.0000     0.0163
   0.1200   0.0598    0.0319  -0.0641     0.0895
   0.0425   0.0212   -0.0133   0.0269     0.0355
   0.0000   0.0015    0.0006   0.0000     0.0008
  -0.0041   0.0175    0.0076   0.0017     0.0106
   0.0005   0.0000    0.0000  -0.0003     0.0004
   0.0000  -0.0006   -0.0003   0.0000     0.0004
   0.0000  -0.0008   -0.0002   0.0000     0.0004
   0.0226   0.0101    0.0000   0.0000     0.0099
   0.0284   0.0000    0.0000  -0.0151     0.0189
   0.0000   0.0024    0.0000   0.0000     0.0010
  -0.0007   0.0000    0.0000   0.0000     0.0003
   0.0012   0.0000    0.0000  -0.0006     0.0008
   0.0009  -0.0027   -0.0014  -0.0005     0.0019
  -0.0026  -0.0029   -0.0016   0.0014     0.0026
   0.0000  -0.0013   -0.0007   0.0000     0.0009
   0.0103  -0.0060    0.0000   0.0000     0.0048
   0.0026  -0.0009    0.0000   0.0000     0.0011
   0.0011  -0.0024   -0.0011  -0.0009     0.0018
  -0.1444   0.2409   -0.1286  -0.0771     0.1874
  -0.3084   0.5123    0.2735   0.1647     0.3989
  -0.0491   0.0128    0.0000   0.0000     0.0203
   0.0031  -0.0481   -0.0257  -0.0017     0.0322
   0.0014  -0.0218    0.0117   0.0008     0.0146
  -0.0012   0.0000    0.0000   0.0000     0.0005
   0.0003   0.0000    0.0000   0.0000     0.0001
   0.0000   0.0006    0.0002   0.0000     0.0003
  -0.0003   0.0000    0.0000   0.0002     0.0002
   0.0099   0.0000    0.0000  -0.0053     0.0066
  -0.0462   0.1604    0.0000   0.0000     0.0668
  -0.0003   0.0000    0.0000   0.0000     0.0001
  -0.0219   0.0089    0.0000   0.0000     0.0095
  -0.0114   0.0000    0.0000   0.0061     0.0076
   0.0003   0.0000    0.0000  -0.0002     0.0002
   0.0003  -0.0007   -0.0003   0.0000     0.0004
   0.0000   0.0005    0.0000   0.0000     0.0002
   0.0125  -0.0043    0.0000  -0.0054     0.0076
   0.0056  -0.0117   -0.0042  -0.0040     0.0078
   0.1440   0.0000    0.0000   0.0000     0.0576
