00 Planetary nutation terms

  L  L'   F   D  Om  Lm  Lv  Le  LM  Lj  Ls  Lu  Ln  Pa     Period  
                                                             (days) 
                                                                    
  0   0   2  -2   1   0  -4   4   0   0   0   0   0   0     -814.78 
  0   0   0   0   0   0   0   2  -3   0   0   0   0   0      901.98 
  0   0  -2   2   0   0   4  -4   0   0   0   0   0   0      925.73 
  0   0   0   0   0   0  -7  11   0   0   0   0   0   1     -964.70 
  0   0   0   0   0   0  -7  11   0   0   0   0   0   2     -964.79 
  0   0   0   0   0   0  -1   2   0   0   0   0   0   2      975.18 
  0   0   0   0   0   0  -1   2   0   0   0   0   0   1      975.28 
  0   0   0   0   0   0   1  -2   0   0   0   0   0   0     -975.38 
  0   0   1  -1   1   0   1  -3   0   0   0   0   0   0     -975.48 
  0   0   0   0   0   0   1  -2   0   0   0   0   0   1     -975.48 
  0   0   0   0   0   0   0   3  -5   0   0   0   0   0     1069.32 
  0   0   0   0   0   0   0  -3   5   0   0   0   0   1    -1069.44 
  0   0   0   0   0   0   0  -3   5   0   0   0   0   2    -1069.56 
  0   0   0   0   0   0   0   0   0   4   0   0   0   2     1082.90 
  0   0   0   0   1   0  -1   2   0   0   0   0   0   0     1138.76 
  0   0   0   0   0   0   0  -5  10   0   0   0   0   2     1152.52 
  0   0   2  -2   1   0   0  -2   0   3   0   0   0   0     1190.85 
  0   0   0   0   1   0  -2   3   0   0   0   0   0   0    -1198.45 
  0   0   0   0   0   0   0   4  -7   0   0   0   0   0     1312.88 
  0   0   0   0   0   0   0  -4   7   0   0   0   0   1    -1313.06 
  0   0   0   0   0   0   0  -4   7   0   0   0   0   2    -1313.24 
  0   0  -2   2   0   0   0   2   0  -2   0   0   0   0    -1322.72 
  0   0   0   0   0   0   0  -4   8   0   0   0   0   2     1440.56 
  0   0   0   0   0   0   0   4  -8   0   0   0   0   0    -1441.00 
  0   0   0   0   0   0   0   0   0   3   0   0   0   2     1443.75 
  0   0   0   0   0   0   0   0   0   3   0   0   0   1     1443.98 
  0   0   1  -1   1   0   0  -1   0   3   0   0   0   0     1443.97 
  0   0   0   0   0   0   0   0   0   3   0   0   0   1     1443.98 
  0   0   0   0   0   0   2  -3   0   0   0   0   0   1     1454.71 
  0   0   0   0   0   0   2  -3   0   0   0   0   0   0     1454.94 
  0   0   1  -1   1   0  -2   2   0   0   0   0   0   0    -1455.16 
  0   0   0   0   0   0  -2   3   0   0   0   0   0   1    -1455.16 
  0   0   0   0   0   0  -2   3   0   0   0   0   0   2    -1455.39 
  0   0   0   0   0   0  -6  10   0   0   0   0   0   2     1479.14 
  0   0   0   0   0   0  -6  10   0   0   0   0   0   1     1479.37 
  0   0  -2   2   0   0   3  -3   0   0   0   0   0   0    -1581.46 
 -2   0   1   1   1   0   0   1   0   0   0   0   0   0     1616.03 
  0   0   2  -2   1   0   0  -2   0   2   0   0   0   0     1642.24 
  0   0  -1   1   0   0   0   1   0  -2   0   0   0   0    -1642.53 
  0   0   0   0   0   0   0   5  -9   0   0   0   0   0     1700.12 
  0   0   0   0   0   0   0  -5   9   0   0   0   0   1    -1700.42 
  0   0   0   0   0   0   0  -5   9   0   0   0   0   2    -1700.73 
  0   0   0   0   1   0   2  -3   0   0   0   0   0   0     1851.09 
  0   0  -1   1   0   0   2  -2   0   0   0   0   0   0     1851.46 
  0   0   0   0   0   0   0  -3   6   0   0   0   0   2     1920.55 
  0   0   0   0   0   0   0  -3   6   0   0   0   0   1     1920.94 
  0   0   1  -1   1   0   0  -4   6   0   0   0   0   0     1920.94 
  0   0   0   0   0   0   0  -3   6   0   0   0   0   1     1920.94 
  0   0   0   0   0   0   0   3  -6   0   0   0   0   0    -1921.34 
  0   0   1  -1   2   0  -5   7   0   0   0   0   0   0    -2014.61 
  0   0   2  -2   1   0   0  -4   4   0   0   0   0   0     2023.12 
  0   0   0   0   1   0   0   2  -4   0   0   0   0   0    -2023.99 
  0   0   2  -2   1   0  -3   3   0   0   0   0   0   0     2060.86 
  0   0  -1   1   0   0   3  -4   0   0   0   0   0   0    -2061.31 
  0   0   0   0   1   0   3  -5   0   0   0   0   0   0    -2061.76 
  0   0   0   0   0   0   0   0   0   0   5   0   0   2     2150.86 
  0   0   2  -2   2   0   0  -2   0   2   0   0   0   0     2165.30 
  0   0   0   0   0   0   0   0   0   2   0   0   0   2     2165.30 
  0   0   0   0   0   0   0   0   0   2   0   0   0   1     2165.80 
  0   0   1  -1   1   0   0  -1   0   2   0   0   0   0     2165.80 
  0   0   0   0   0   0   0   0   0   2   0   0   0   1     2165.80 
  0   0   0   0   0   0   0   0   0   2   0   0   0   0     2166.29 
  0   0   0   0   0   0   0   0   0   4  -5   0   0   2     2179.93 
  0   0   2  -2   1   0   0  -7   9   0   0   0   0   0    -2268.15 
 -2   0   0   2   0   0   0   2   0   0  -2   0   0   0     2310.49 
  2   0   0  -2   1   0  -3   3   0   0   0   0   0   0    -2337.20 
  0   0   0   0   0   1   0  -4   0   0   0   0   0   0     2401.56 
  0   0   0   0   0  -1   0   4   0   0   0   0   0   2    -2402.79 
  0   0   0   0   0   0   0   6 -11   0   0   0   0   0     2411.36 
  0   0   0   0   0   0   0  -6  11   0   0   0   0   2    -2412.59 
  0   0   2  -2   1   0   0  -2   0   1   0   0   0   0     2644.70 
  0   0  -1   1   0   0   0   1   0  -1   0   0   0   0    -2645.44 
  0   0   0   0   1   0   0   0   0  -1   0   0   0   0    -2646.18 
  0   0   1  -1   2   0   0  -1   0  -1   0   0   0   0    -2646.93 
  0   0   0   0   0   0   5  -8   0   0   0   0   0   0     2862.15 
  0   0   0   0   0   0  -5   8   0   0   0   0   0   1    -2863.02 
  0   0   1  -1   1   0  -5   7   0   0   0   0   0   0    -2863.02 
  0   0   0   0   0   0  -5   8   0   0   0   0   0   1    -2863.02 
  0   0   0   0   0   0  -5   8   0   0   0   0   0   2    -2863.89 
  0   0   2  -2   2   0  -5   6   0   0   0   0   0   0    -2863.89 
  0   0   0   0   0   0  -5   8   0   0   0   0   0   2    -2863.89 
  0   0   0   0   0   0   0  -2   4   0   0   0   0   2     2880.24 
  0   0   0   0   0   0   0  -2   4   0   0   0   0   1     2881.12 
  0   0   1  -1   1   0   0  -3   4   0   0   0   0   0     2881.12 
  0   0   0   0   0   0   0  -2   4   0   0   0   0   1     2881.12 
  0   0   0   0   0   0   0   2  -4   0   0   0   0   0    -2882.00 
  0   0   1  -1   1   0   0   1  -4   0   0   0   0   0    -2882.89 
  0   0   0   0   0   0   0   2  -4   0   0   0   0   1    -2882.89 
  0   0   0   0   0   0  -3   5   0   0   0   0   0   2     2957.35 
  0   0   2  -2   2   0  -3   3   0   0   0   0   0   0     2957.35 
  0   0   0   0   0   0  -3   5   0   0   0   0   0   2     2957.35 
  0   0   0   0   0   0  -3   5   0   0   0   0   0   1     2958.28 
  0   0   1  -1   1   0  -3   4   0   0   0   0   0   0     2958.28 
  0   0   0   0   0   0   3  -5   0   0   0   0   0   0    -2959.21 
  0   0   0   0   0   0   3  -5   0   0   0   0   0   1    -2960.14 
  0   0   1  -1   1   0   3  -6   0   0   0   0   0   0    -2960.14 
  0   0   2  -2   1   0   0  -2   0   0   2   0   0   0     3001.26 
  0   0  -1   1   0   0   0   1   0   0  -2   0   0   0    -3002.22 
  0   0  -1   1   0   0   0   2  -2   0   0   0   0   0    -3118.27 
  0   0   0   0   1   0   0   1  -2   0   0   0   0   0    -3119.31 
  0   0   1  -1   2   0   0   0  -2   0   0   0   0   0    -3120.34 
  0   0   1  -1   2   0   0  -1   0   2   0   0   0   0     3178.33 
  2   0   0  -2   1   0   0  -2   0   2   0   0   0   0    -3287.61 
  0   0   0   0   2   0   0   4  -8   3   0   0   0   0    -3381.55 
  0   0   0   0   2   0   0  -4   8  -3   0   0   0   0    -3417.02 
 -2   0   0   2   0   0   3  -3   0   0   0   0   0   0     3561.66 
  0   0   0   0   0   0   0   0   0   0   3   0   0   2     3583.68 
  0   0   0   0   0   0   0   0   0   0   3   0   0   1     3585.04 
  0   0   1  -1   1   0   0  -1   0   0   3   0   0   0     3585.04 
  0   0   0   0   0   0   0   0   0   2  -2   0   0   0     3626.73 
 -2   0   0   2   0   0   0   4  -4   0   0   0   0   0     3680.33 
  0   0   2  -2   1  -1   0   2   0   0   0   0   0   0    -3716.24 
  0   0   2  -2   1   0   0  -8  11   0   0   0   0   0    -3739.75 
  2   0   0  -2   1   0   0  -5   6   0   0   0   0   0    -4076.33 
  0   0   0   0   0   0   0   7 -13   0   0   0   0   0     4145.70 
  0   0   0   0   0   0   0  -7  13   0   0   0   0   2    -4149.35 
  0   0  -1   1   0   0   0   1   0   0  -1   0   0   0    -4164.18 
  0   0   0   0   1   0   0   0   0   0  -1   0   0   0    -4166.02 
  0   0   1  -1   2   0   0  -1   0   0  -1   0   0   0    -4167.86 
  0   0   0   0   0   0   0   0   0   1   0   0   0   2     4328.61 
  0   0   0   0   0   0   0   0   0   1   0   0   0   1     4330.60 
  0   0   1  -1   1   0   0  -1   0   1   0   0   0   0     4330.60 
  0   0   0   0   0   0   0   0   0   1   0   0   0   1     4330.60 
  0   0   0   0   0   0   0   0   0   1   0   0   0   0     4332.59 
  0   0   0   0   0   0   0   0   0  -1   0   0   0   1    -4334.58 
  0   0   1  -1   1   0   0  -1   0  -1   0   0   0   0    -4334.58 
  0   0   0   0   0   0   0   0   0   3  -5   0   0   0     4391.57 
  1   0   0  -1   1   0   0  -1   0   1   0   0   0   0    -4431.98 
 -2   0   0   2   1   0   0   6  -8   0   0   0   0   0    -4497.22 
 -2   0   0   2   1   0   0   2   0  -3   0   0   0   0    -4528.49 
  0   0   0   0   1   0   0  -8  15   0   0   0   0   0    -4655.12 
 -2   0   0   2   1   0   6  -8   0   0   0   0   0   0    -4895.86 
  0   0   0   0   1   0   5  -8   0   0   0   0   0   0     4943.31 
  0   0  -1   1   0   0   5  -7   0   0   0   0   0   0     4945.91 
  0   0   2  -2   1   0  -5   6   0   0   0   0   0   0    -4948.51 
  0   0   0   0   1   0   0  -2   4   0   0   0   0   0     5002.82 
  0   0   1  -1   2   0  -3   4   0   0   0   0   0   0     5237.23 
  0   0   0   0   1   0  -3   5   0   0   0   0   0   0     5240.15 
  0   0   1  -1   0   0   3  -6   0   0   0   0   0   0    -5243.07 
  0   0   0   0   0   0   0   0   0   0   2   0   0   2     5373.47 
  0   0   0   0   0   0   0   0   0   0   2   0   0   1     5376.54 
  0   0   1  -1   1   0   0  -1   0   0   2   0   0   0     5376.54 
  0   0   1  -1   1   0   0  -1   0   0  -2   0   0   0    -5382.69 
 -1   0   0   1   1   0   0   3  -4   0   0   0   0   0    -5413.40 
 -1   0   0   1   1   0   3  -4   0   0   0   0   0   0    -5692.36 
  0   0   0   0   0   0   0  -1   2   0   0   0   0   1     5760.48 
  0   0   1  -1   1   0   0  -2   2   0   0   0   0   0     5760.48 
  0   0   0   0   0   0   0   1  -2   0   0   0   0   0    -5764.01 
  0   0   1  -1   1   0   0   0  -2   0   0   0   0   0    -5767.54 
  0   0   0   0   0   0   0   1  -2   0   0   0   0   1    -5767.54 
  0   0   0   0   1   0  -8  13   0   0   0   0   0   0    -6307.04 
  0   0   1  -1   2   0  -8  12   0   0   0   0   0   0    -6311.26 
 -2   0   1   1   1   0   0   1   0  -2   0   0   0   0     6361.95 
  1   0   0   0   1   0 -18  16   0   0   0   0   0   0    -6364.52 
 -2   0   0   2   0   0   0   2   0  -2   0   0   0   0     6366.25 
  0   0   0   0   1   0  -3   7  -4   0   0   0   0   0    -6404.24 
 -2   0   0   2   0   0   0   2   0   0  -5   0   0   0     6494.41 
  2   0  -1  -1   1   0   0   3  -7   0   0   0   0   0    -6609.18 
  0   0  -1   1   0   0   0   1   0   2  -5   0   0   0    -6653.37 
  0   0   0   0   1   0   0   0   0   2  -5   0   0   0    -6658.08 
  0   0   0   0   1   0   0   4  -8   3   0   0   0   0    -6728.16 
 -1   0   0   0   1   0  10  -3   0   0   0   0   0   0    -6732.84 
  0   0   2  -2   1   0   0  -2   0   0   0   0   0   0     6788.58 
  1   0   0   0   1   0 -10   3   0   0   0   0   0   0    -6865.22 
  0   0   0   0   1   0   0  -4   8  -3   0   0   0   0    -6870.08 
  0   0   0   0   1   0   0   0   0  -2   5   0   0   0    -6944.73 
  0   0   1  -1   2   0   0  -1   0  -2   5   0   0   0    -6949.86 
 -2   0   1   1   1   0   0  -3   7   0   0   0   0   0    -6998.74 
  0   0   0   0   1   0   3  -7   4   0   0   0   0   0    -7244.22 
  0   0   1  -1   1   0   0  -1   0  -1   1   0   0   0    -7259.05 
 -1   0   0   0   1   0  18 -16   0   0   0   0   0   0    -7295.73 
 -1   0   0   1   0   0   0   2  -2   0   0   0   0   0     7360.65 
  0   0   2  -2   1   0  -8  11   0   0   0   0   0   0     7361.22 
  0   0  -1   1   0   0   8 -12   0   0   0   0   0   0    -7366.99 
  0   0   0   0   1   0   8 -13   0   0   0   0   0   0    -7372.76 
 -2   0   0   2   1   0   3  -3   0   0   0   0   0   0     7480.88 
 -2   0   0   2   1   0   0   2   0  -3   1   0   0   0    -7819.78 
  0   0   0   0   0   0   3  -5   0   2   0   0   0   0     8084.76 
  0   0  -2   2   0   1   0  -2   0   0   0   0   0   0     8197.03 
  0   0  -1   1   1   0   0   0   2   0   0   0   0   0    -8277.91 
  0   0   0   0   2   0   0  -1   2   0   0   0   0   0    -8285.20 
  1   0   0  -1   1   0  -3   4   0   0   0   0   0   0    -8437.85 
  1   0   0  -1   1   0   0  -3   4   0   0   0   0   0    -9135.68 
  0   0   0   0   0   0   0  -9  17   0   0   0   0   2     9435.79 
  0   0   0   0   0   0   0   9 -17   0   0   0   0   0    -9454.73 
 -2   0   0   2   0   0   0   5  -6   0   0   0   0   0    10180.74 
  0   0   0   0   1   0   0   7 -13   0   0   0   0   0    10624.74 
  0   0   2  -2   1   0   0  -9  13   0   0   0   0   0   -10648.78 
  0   0   0   0   0   0   0   0   0   0   1   0   0   2    10734.70 
  0   0   0   0   0   0   0   0   0   0   1   0   0   1    10746.95 
  0   0   1  -1   1   0   0  -1   0   0   1   0   0   0    10746.94 
  0   0   0   0   0   0   0   0   0   0   1   0   0   0    10759.23 
  0   0   1  -1   1   0   0  -1   0   0  -1   0   0   0   -10771.54 
  0   0   0   0   0   0   0   0   0   0  -1   0   0   1   -10771.53 
  0   0  -2   2   1   0   5  -6   0   0   0   0   0   0   -10857.01 
  2   0   0  -2   1   0  -6   8   0   0   0   0   0   0   -11119.33 
  0   0   1  -1   1   0   0  -1   0  -2   4   0   0   0   -11143.61 
  0   0   1  -1   2   0   0  -1   0   1   0   0   0   0    11930.14 
  0   0   0   0   1   0   0   0   0   1   0   0   0   0    11945.28 
  0   0  -1   1   0   0   0   1   0   1   0   0   0   0    11960.46 
  0   0   2  -2   1   0   0 -10  15   0   0   0   0   0    12565.50 
  0   0   0   0   1   0   0   8 -15   0   0   0   0   0   -12599.14 
  1   0   0  -2   0   0  20 -21   0   0   0   0   0   0    12715.06 
 -1   0   1   1   1   0 -20  20   0   0   0   0   0   0   -12732.26 
 -1   0   0   1   0   0   0   1   0  -1   0   0   0   0    12732.51 
 -2   0   0   2   0   0   0   2   0  -1  -5   0   0   0   -13015.70 
 -2   0   0   2   0   0   0   6  -8   0   0   0   0   0   -13286.25 
 -2   0   0   2   0   0   0   2   0  -3   0   0   0   0   -13562.89 
 -2   0   1   1   1   0   0   1   0  -3   0   0   0   0   -13582.46 
 -2   0   1   1   0   0   0   1   0  -3   0   0   0   0    13611.10 
  2   0   0  -2   1   0   0  -2   0   3   0   0   0   0   -13630.81 
  2   0   0  -2   1   0   0  -6   8   0   0   0   0   0   -13922.14 
 -2   0   0   2   0   0   0   2   0  -5   5   0   0   0   -14158.11 
  2   0   0  -2   0   0   2  -5   0   0   0   0   0   0    14573.09 
  1   0  -1  -1   0   0   0   8 -15   0   0   0   0   0      -29.20 
  0   0   0   0   0   0   0   8 -15   0   0   0   0   0    14765.97 
  0   0   1  -1   1   0   0  -9  15   0   0   0   0   0   -14789.17 
  0   0   0   0   0   0   0  -8  15   0   0   0   0   1   -14789.16 
  0   0   0   0   0   0   0  -8  15   0   0   0   0   2   -14812.42 
  0   0   0   0   0   0   0   0   0   0   0   2   0   2    15294.40 
  0   0   0   0   0   0   0   0   0   0   0   2   0   1    15319.28 
  0   0   1  -1   1   0   0  -1   0   0   0   2   0   0    15319.27 
  0   0  -1   1   1   0   0   1   0   1   0   0   0   0   -15751.76 
  0   0   0   0   2   0   0   0   0   1   0   0   0   0   -15778.17 
  2   0   1  -3   1   0  -6   7   0   0   0   0   0   0    17462.20 
 -2   0   0   2   0   0   6  -8   0   0   0   0   0   0   -17494.65 
  0   0  -1   1   1   0   5  -7   0   0   0   0   0   0    18150.92 
  0   0  -2   2   0   0   5  -6   0   0   0   0   0   0    18185.99 
  0   0  -1   1   0   0   0   1   0   0   1   0   0   0   -18430.96 
  0   0   0   0   1   0   0   0   0   0   1   0   0   0   -18467.12 
  0   0   1  -1   2   0   0  -1   0   0   1   0   0   0   -18503.42 
  0   0  -2   2   0   0   0   9 -13   0   0   0   0   0   -18801.82 
 -2   0   0   2   1   0   0   5  -6   0   0   0   0   0   -20462.82 
  0   0   1  -1   1   0   0  -1   0   1  -3   0   0   0   -20870.14 
  1   0   0  -2   0   0  17 -16   0  -2   0   0   0   0   -22201.18 
  0   0   0   0   0   0   0   0   0   1  -2   0   0   0    22260.86 
  0   0   1  -1   1   0   0  -1   0  -1   2   0   0   0   -22313.63 
  0   0   0   0   2   0  -3   5   0   0   0   0   0   0    22862.07 
  0   0   0   0   1   0   0  -9  17   0   0   0   0   0   -24197.48 
  0   0   1  -1   2   0   0  -1   0   0   2   0   0   0    25707.33 
  0   0  -1   1   0   0   0   1   0   0   2   0   0   0    25848.52 
 -1   0   0   1   0   0   0   3  -4   0   0   0   0   0   -26572.51 
  0   0   0   0   0   0   0   0   0   0   0   0   2   2    29904.19 
  0   0   0   0   0   0   0   0   0   0   0   0   2   1    29999.44 
  0   0   1  -1   1   0   0  -1   0   0   0   0   2   0    29999.38 
  0   0   0   0   0   0   0   0   0   0   0   1   0   0    30688.48 
  0   0   1  -1   1   0   0  -1   0   0   0  -1   0   0   -30788.86 
 -2   0   2   0   2   0   0  -5   9   0   0   0   0   0    32558.57 
 -2   0   0   2   0   0   0   2   0  -2  -2   0   0   0   -34711.74 
 -1   0   0   1   0   0   3  -4   0   0   0   0   0   0   -34989.31 
 -1   0   1   0   1   0   3  -5   0   0   0   0   0   0   -35119.86 
  0   0   1  -1   2   0   0  -2   2   0   0   0   0   0    37731.74 
  0   0   0   0   1   0   0  -1   2   0   0   0   0   0    37883.60 
  0   0  -1   1   0   0   0   0   2   0   0   0   0   0    38036.68 
 -2   0   0   2   0   0   0   2   0  -4   3   0   0   0   -38896.89 
  0   0   0   0   1   0   3  -5   0   2   0   0   0   0   -42727.33 
 -2   0   0   2   0   0   0   2   0  -3   1   0   0   0    52048.38 
 -2   0   0   2   2   0   3  -3   0   0   0   0   0   0   -74517.08 
 -2   0   0   2   1   0   0   2   0  -4   5   0   0   0    76428.18 
  0   0   0   0   0   0   8 -13   0   0   0   0   0   1    86464.27 
  0   0   1  -1   1   0   8 -14   0   0   0   0   0   0    86463.79 
  0   0   0   0   0   0   8 -13   0   0   0   0   0   0    87265.40 
  0   0   1  -1   1   0  -8  12   0   0   0   0   0   0   -88082.01 
  0   0   0   0   0   0  -8  13   0   0   0   0   0   1   -88081.52 
  0   0   2  -2   2   0  -8  11   0   0   0   0   0   0   -88914.06 
  0   0   0   0   0   0  -8  13   0   0   0   0   0   2   -88913.04 
 -1   0   0   1   1   0   0   2  -2   0   0   0   0   0   -88997.81 
 -1   0   1  -1   1   0  18 -17   0   0   0   0   0   0    98682.30 
 -2   0   1   1   2   0   0   1   0  -2   0   0   0   0    99100.94 
 -1   0   0   0   0   0  18 -16   0   0   0   0   0   0    99727.85 
 -2   0   0   2   1   0   0   2   0  -2   0   0   0   0   100155.42 
  0   0  -1   1   0   0   0   1   0   1  -1   0   0   0  -107127.72 
  0   0   0   0   0   0   3  -7   4   0   0   0   0   0   110464.01 
 -2   0   0   2   1   0   0   2   0   0  -5   0   0   0   145247.83 
  0   0   1  -1   1   0   0  -1   0  -4  10   0   0   0   158588.31 
  1   0   0  -1   1   0   0  -1   0   2   0   0   0   0   193201.80 
  0   0   1  -1   1   0   2  -4   0  -3   0   0   0   0  -199810.80 
  1   0   0  -2   0   0  19 -21   3   0   0   0   0   0  -209413.55 
  2   0  -1  -1   0   0   0   3  -7   0   0   0   0   0  -237473.71 
  0   0   0   0   0   0   0   0   0  -2   5   0   0   2   301927.96 
  0   0   0   0   0   0   0   0   0  -2   5   0   0   1   311927.52 
  0   0   1  -1   1   0   0  -1   0  -2   5   0   0   0   311921.26 
  0   0   0   0   0   0   0   0   0   2  -5   0   0   0  -322612.12 
  0   0   1  -1   1   0   0  -1   0   2  -5   0   0   0  -334061.84 
  0   0   0   0   0   0   0   0   0   2  -5   0   0   1  -334054.65 
  0   0   0   0   0   0   0   0   0   2  -5   0   0   2  -346338.73 
  0   0   0   0   0   0  -5   6   4   0   0   0   0   2  -455742.40 
  0   0   0   0   0   0   0   4  -8   1   5   0   0   2   562786.50 
  0   0   0   0   0   0   0  -4   8  -3   0   0   0   1   609254.22 
  0   0   1  -1   1   0   0  -5   8  -3   0   0   0   0   609230.33 
  0   0   0   0   0   0   0   4  -8   3   0   0   0   0  -651391.30 
  0   0   0   0   0   0   0   0   0  -2   6  -3   0   2  -666209.90 
 -1   0   0   0   0   0  10  -3   0   0   0   0   0   0  -698321.32 
  0   0   1  -1   1   0   0   3  -8   3   0   0   0   0  -699821.51 
  0   0   0   0   0   0   0   4  -8   3   0   0   0   1  -699789.98 
  0   0   0   0   0   0   0  -4   8  -1  -5   0   0   2  -739551.32 
  0   0   0   0   0   0   0   0   0   0   0  -1   2   2  1170120.04 
  0   0   0   0   0   0   0   8 -16   4   5   0   0   2  4137408.11 
  0   0   0   0   0   0   0  -8  16  -4  -5   0   0   2  5464350.67 
  0   0   0   0   0   0   0   8 -16   4   5   0   0   0 34075700.82 
