1.000000 1.000000 0.080198
1.000000 2.000000 0.080157
1.000000 3.000000 0.080202
1.000000 4.000000 0.080400
1.000000 5.000000 0.081166
1.000000 6.000000 0.083692
1.000000 7.000000 0.090799
1.000000 8.000000 0.107776
1.000000 9.000000 0.142001
1.000000 10.000000 0.199666
1.000000 11.000000 0.279478
1.000000 12.000000 0.367078
1.000000 13.000000 0.436637
1.000000 14.000000 0.462427
1.000000 15.000000 0.433967
1.000000 16.000000 0.362796
1.000000 17.000000 0.275033
1.000000 18.000000 0.196125
1.000000 19.000000 0.139719
1.000000 20.000000 0.106557
1.000000 21.000000 0.090253
1.000000 22.000000 0.083485
1.000000 23.000000 0.081099
1.000000 24.000000 0.080382

2.000000 1.000000 0.080307
2.000000 2.000000 0.080234
2.000000 3.000000 0.080340
2.000000 4.000000 0.080708
2.000000 5.000000 0.081917
2.000000 6.000000 0.085359
2.000000 7.000000 0.093838
2.000000 8.000000 0.111841
2.000000 9.000000 0.144573
2.000000 10.000000 0.195023
2.000000 11.000000 0.259749
2.000000 12.000000 0.326324
2.000000 13.000000 0.375958
2.000000 14.000000 0.391750
2.000000 15.000000 0.367893
2.000000 16.000000 0.313084
2.000000 17.000000 0.245459
2.000000 18.000000 0.183003
2.000000 19.000000 0.136264
2.000000 20.000000 0.107006
2.000000 21.000000 0.091440
2.000000 22.000000 0.084338
2.000000 23.000000 0.081542
2.000000 24.000000 0.080589

3.000000 1.000000 0.081665
3.000000 2.000000 0.081153
3.000000 3.000000 0.082626
3.000000 4.000000 0.084954
3.000000 5.000000 0.089581
3.000000 6.000000 0.097942
3.000000 7.000000 0.111639
3.000000 8.000000 0.131887
3.000000 9.000000 0.158697
3.000000 10.000000 0.190110
3.000000 11.000000 0.221956
3.000000 12.000000 0.248536
3.000000 13.000000 0.264212
3.000000 14.000000 0.265347
3.000000 15.000000 0.251667
3.000000 16.000000 0.226376
3.000000 17.000000 0.194930
3.000000 18.000000 0.163140
3.000000 19.000000 0.135470
3.000000 20.000000 0.114210
3.000000 21.000000 0.099598
3.000000 22.000000 0.090546
3.000000 23.000000 0.085465
3.000000 24.000000 0.082871

4.000000 1.000000 0.080636
4.000000 2.000000 0.081471
4.000000 3.000000 0.083755
4.000000 4.000000 0.089018
4.000000 5.000000 0.099139
4.000000 6.000000 0.115192
4.000000 7.000000 0.135692
4.000000 8.000000 0.155680
4.000000 9.000000 0.168234
4.000000 10.000000 0.168234
4.000000 11.000000 0.155680
4.000000 12.000000 0.135692
4.000000 13.000000 0.115192
4.000000 14.000000 0.099139
4.000000 15.000000 0.089018
4.000000 16.000000 0.083755
4.000000 17.000000 0.081471
4.000000 18.000000 0.080636
4.000000 19.000000 0.080379
4.000000 20.000000 0.080311
4.000000 21.000000 0.080296
4.000000 22.000000 0.080296
4.000000 23.000000 0.080311
4.000000 24.000000 0.080379

5.000000 1.000000 0.219991
5.000000 2.000000 0.218262
5.000000 3.000000 0.211998
5.000000 4.000000 0.201829
5.000000 5.000000 0.188737
5.000000 6.000000 0.173895
5.000000 7.000000 0.158498
5.000000 8.000000 0.143607
5.000000 9.000000 0.130043
5.000000 10.000000 0.118329
